2355	send	0	1545496555.5560598
2355	receive	0	1545496555.5568485
start to measure
2415	send	1	1545496557.9273107
2415A	receive	1	1545496557.9329023
2355	receive	1	1545496557.9457293
2414	receive	1	1545496557.9471009
2414	send	2	1545496565.3324401
2414	receive	2	1545496565.3330095
2355	receive	2	1545496565.3372326
2415A	receive	2	1545496565.3500202
2414	send	3	1545496565.449953
2414	receive	3	1545496565.4501905
2415A	receive	3	1545496565.4681003
2355	receive	3	1545496565.46523
2414	send	4	1545496574.2869031
2414	receive	4	1545496574.2877426
2415A	receive	4	1545496574.302891
2355	receive	4	1545496574.302828
2414	send	5	1545496578.4068158
2414	receive	5	1545496578.4077277
2415A	receive	5	1545496578.4201894
2355	receive	5	1545496578.4218314
2355	send	6	1545496594.8261855
2355	receive	6	1545496594.8370812
2415A	receive	6	1545496594.8401577
2414	receive	6	1545496594.8421447
2415	send	7	1545496608.991724
2415A	receive	7	1545496608.9980383
2414	receive	7	1545496609.0090635
2355	receive	7	1545496609.0082066
2414	send	8	1545496613.5508478
2415A	receive	8	1545496613.5598533
2355	receive	8	1545496613.56487
2414	receive	8	1545496613.5676253
2414	send	9	1545496615.433602
2415A	receive	9	1545496615.4409475
2355	receive	9	1545496615.447399
2414	receive	9	1545496615.4447207
2414	send	10	1545496625.5107887
2355	receive	10	1545496625.514201
2414	receive	10	1545496625.5188334
2415A	receive	10	1545496625.520632
2355	send	11	1545496633.5062299
2414	receive	11	1545496633.5195777
2355	receive	11	1545496633.5241323
2415A	receive	11	1545496633.5191
2414	send	12	1545496646.1069076
2414	receive	12	1545496646.1071508
2355	receive	12	1545496646.120665
2415A	receive	12	1545496646.1309521
2415	send	13	1545496679.106677
2415A	receive	13	1545496679.1378348
2414	receive	13	1545496679.1470196
2355	receive	13	1545496679.1510808
2414	send	14	1545496682.5394752
2415A	receive	14	1545496682.5519423
2414	receive	14	1545496682.5562983
2355	receive	14	1545496682.5517426
2414	send	15	1545496683.1966946
2414	receive	15	1545496683.1975822
2415A	receive	15	1545496683.2017677
2355	receive	15	1545496683.2119076
2355	send	16	1545496687.8795998
2355	receive	16	1545496687.8804255
2415A	receive	16	1545496687.890414
2414	receive	16	1545496687.8922563
2355	send	17	1545496699.9698722
2415A	receive	17	1545496699.981628
2355	receive	17	1545496699.9702787
2414	receive	17	1545496699.9841568
2415	send	18	1545496711.0662985
2415A	receive	18	1545496711.067055
2414	receive	18	1545496711.0799174
2355	receive	18	1545496711.0808885
2414	send	19	1545496715.832617
2415A	receive	19	1545496715.834855
2355	receive	19	1545496715.8466005
2414	receive	19	1545496715.849434
2415	send	20	1545496749.1115334
2415A	receive	20	1545496749.1241927
2414	receive	20	1545496749.1342251
2355	receive	20	1545496749.1342957
2355	send	21	1545496749.310915
2415A	receive	21	1545496749.3122826
2355	receive	21	1545496749.3268375
2414	receive	21	1545496749.322512
2415	send	22	1545496750.0760434
2414	receive	22	1545496750.0889902
2415A	receive	22	1545496750.0823722
2355	receive	22	1545496750.0957727
2415	send	23	1545496751.9781988
2415A	receive	23	1545496752.0522091
2355	receive	23	1545496752.0572135
2414	receive	23	1545496752.0571253
2415	send	24	1545496757.4141884
2415A	receive	24	1545496757.4355915
2355	receive	24	1545496757.4388006
2414	receive	24	1545496757.448931
2415	send	25	1545496759.5842588
2415A	receive	25	1545496759.600739
2355	receive	25	1545496759.6117284
2414	receive	25	1545496759.6168184
end of measure
2355	send	26	1545496781.1405284
2415A	receive	26	1545496781.1494608
2414	receive	26	1545496781.1544333
2355	receive	26	1545496781.1565995
2414	send	27	1545496787.8947823
2414	receive	27	1545496787.894972
2415A	receive	27	1545496787.9040895
2355	receive	27	1545496787.9094334
2415	send	28	1545496788.6427505
2415A	receive	28	1545496788.6435182
2355	receive	28	1545496788.6581337
2414	receive	28	1545496788.6596706
2414	send	29	1545496790.9105468
2355	receive	29	1545496790.9230971
2415A	receive	29	1545496790.9236195
2414	receive	29	1545496790.9272935
2414	send	30	1545496793.927958
2355	send	30	1545496794.3763392
2414	receive	30	1545496794.3775227
2415A	receive	30	1545496794.3892071
2355	receive	30	1545496794.3928754
2355	send	31	1545496800.7328808
2415A	receive	31	1545496800.7530546
2355	receive	31	1545496800.7492335
2355	send	32	1545496809.7798114
2355	receive	32	1545496809.7801137
2415A	receive	32	1545496809.8063843
