16069	send	0	1545377099.0277793
16069	receive	0	1545377099.028041
16069	send	1	1545377099.2856572
16069	receive	1	1545377099.285883
16069	send	2	1545377099.4480877
16069	receive	2	1545377099.4483383
16078	send	3	1545377100.8912935
16079	receive	3	1545377100.8924985
16069	receive	3	1545377100.8950498
16077	receive	3	1545377100.8956492
16078	receive	3	1545377100.9070525
16078	send	4	1545377101.044561
16079	receive	4	1545377101.0461316
16077	receive	4	1545377101.0461357
16069	receive	4	1545377101.0461774
16078	receive	4	1545377101.0548892
16078	send	5	1545377104.5423303
16069	receive	5	1545377104.5439394
16077	receive	5	1545377104.543948
16079	receive	5	1545377104.5550487
16078	receive	5	1545377104.5590518
16077	send	6	1545377109.3150685
16078	receive	6	1545377109.3158698
16069	receive	6	1545377109.319464
16079	receive	6	1545377109.3297956
16077	receive	6	1545377109.3313253
16077	send	7	1545377109.7033887
16069	receive	7	1545377109.7063563
16079	receive	7	1545377109.7063584
16078	receive	7	1545377109.7063975
16077	receive	7	1545377109.725621
16077	send	8	1545377110.1864917
16078	receive	8	1545377110.1941729
16077	receive	8	1545377110.1942124
16069	receive	8	1545377110.196375
16079	receive	8	1545377110.1986895
16069	send	9	1545377110.777384
16078	receive	9	1545377110.7836747
16079	receive	9	1545377110.7836685
16077	receive	9	1545377110.7888408
16069	receive	9	1545377110.7909954
16078	send	10	1545377111.128158
16079	receive	10	1545377111.147051
16078	receive	10	1545377111.1550508
16069	receive	10	1545377111.1550486
16077	receive	10	1545377111.1591036
16079	send	11	1545377111.2264512
16078	receive	11	1545377111.2281356
16077	receive	11	1545377111.2281806
16069	receive	11	1545377111.231475
16079	receive	11	1545377111.237228
16078	send	12	1545377111.7308593
16069	receive	12	1545377111.7318141
16079	receive	12	1545377111.7318165
16077	receive	12	1545377111.7350552
16078	receive	12	1545377111.7470484
16078	send	13	1545377112.4224823
16069	receive	13	1545377112.4235933
16077	receive	13	1545377112.4236588
16079	receive	13	1545377112.4275122
16078	receive	13	1545377112.4310544
16077	send	14	1545377112.640255
16069	receive	14	1545377112.6411502
16078	receive	14	1545377112.6411598
16079	receive	14	1545377112.6430485
16077	receive	14	1545377112.6591
16077	send	15	1545377112.974039
16078	receive	15	1545377112.9750226
16069	receive	15	1545377112.9790573
