22077	send	0	1545380757.896816
22077	receive	0	1545380757.897097
22091	send	1	1545380761.304458
22092	receive	1	1545380761.3190596
22077	receive	1	1545380761.323048
22090	receive	1	1545380761.3230944
22091	receive	1	1545380761.3310573
22077	send	2	1545380784.8775403
22092	receive	2	1545380784.8960865
22091	receive	2	1545380784.9116795
22077	receive	2	1545380784.9154866
22090	receive	2	1545380784.9231348
22077	send	3	1545380809.309151
22092	receive	3	1545380809.3110564
22077	receive	3	1545380809.3268938
22090	receive	3	1545380809.3270528
22091	receive	3	1545380809.3270478
22090	send	4	1545380829.6624398
22092	receive	4	1545380829.6642563
22091	receive	4	1545380829.6642613
22077	receive	4	1545380829.6670587
22090	receive	4	1545380829.6790504
22090	send	5	1545380880.8961887
22092	receive	5	1545380880.8978574
22077	receive	5	1545380880.8990471
22091	receive	5	1545380880.8990574
22090	receive	5	1545380880.9110513
22091	send	6	1545380893.3791268
22077	receive	6	1545380893.380912
22090	receive	6	1545380893.38305
22091	receive	6	1545380893.3912873
22092	receive	6	1545380893.3950522
22077	send	7	1545380894.9832528
22090	receive	7	1545380894.9855025
22092	receive	7	1545380894.9870515
22091	receive	7	1545380894.9910493
22077	receive	7	1545380894.9990504
22091	send	8	1545380916.9700496
22092	receive	8	1545380916.9736729
22091	receive	8	1545380916.9803147
22077	receive	8	1545380916.9839542
22090	receive	8	1545380916.9941008
start to measure
22091	send	9	1545380993.2451932
22077	receive	9	1545380993.2478247
22090	receive	9	1545380993.247834
22091	receive	9	1545380993.2542722
22092	receive	9	1545380993.2561781
22092	send	10	1545381024.962031
22091	receive	10	1545381024.9647815
22092	receive	10	1545381024.9725296
22077	receive	10	1545381024.9788365
22090	receive	10	1545381024.9788437
22077	send	11	1545381025.1158662
22092	receive	11	1545381025.1193352
22077	receive	11	1545381025.12706
22090	receive	11	1545381025.1300178
22091	receive	11	1545381025.1427407
22090	send	12	1545381056.1854246
22091	receive	12	1545381056.187608
22092	receive	12	1545381056.1876068
22077	receive	12	1545381056.187607
22090	receive	12	1545381056.1983106
22091	send	13	1545381056.2433465
22092	receive	13	1545381056.245139
22077	receive	13	1545381056.2590513
22090	receive	13	1545381056.2590585
22091	receive	13	1545381056.2593198
22091	send	14	1545381064.918057
22077	receive	14	1545381064.919918
22092	receive	14	1545381064.9230573
22090	receive	14	1545381064.9350474
22091	receive	14	1545381064.935052
22077	send	15	1545381084.882028
22092	receive	15	1545381084.88371
22090	receive	15	1545381084.8870497
22091	receive	15	1545381084.891052
22077	receive	15	1545381084.9030955
22091	send	16	1545381109.5110097
22077	receive	16	1545381109.5151472
22092	receive	16	1545381109.5151536
22090	receive	16	1545381109.5270498
22091	receive	16	1545381109.5270593
22092	send	17	1545381135.1940484
22077	receive	17	1545381135.195285
22090	receive	17	1545381135.1953344
22091	receive	17	1545381135.1990538
22092	receive	17	1545381135.203063
22090	send	18	1545381142.3217525
22077	receive	18	1545381142.3235805
22091	receive	18	1545381142.3265765
22092	receive	18	1545381142.3354933
22090	receive	18	1545381142.343054
end of measure
